Date,14_day_Avg,14_day_std,Close Price,Upper_Band,Lower_Band
2017-05-15,,,951.55,,
2017-05-16,,,955.0,,
2017-05-17,,,952.8,,
2017-05-18,,,961.75,,
2017-05-19,,,957.95,,
2017-05-22,,,961.45,,
2017-05-23,,,957.3,,
2017-05-24,,,954.8,,
2017-05-25,,,983.3,,
2017-05-26,,,995.7,,
2017-05-29,,,985.15,,
2017-05-30,,,996.2,,
2017-05-31,,,977.05,,
2017-06-01,968.6714285714286,15.98131979586109,971.4,1000.6340681631508,936.7087889797064
2017-06-02,969.95,15.203263819628644,969.45,1000.3565276392574,939.5434723607427
2017-06-05,970.2178571428573,14.950541630822059,958.75,1000.1189404045014,940.3167738812132
2017-06-06,972.1142857142859,14.238104732499508,979.35,1000.5904951792849,943.6380762492869
2017-06-07,972.0821428571429,14.26378694918943,961.3,1000.6097167555217,943.5545689587641
2017-06-08,971.9750000000001,14.383240113195802,956.45,1000.7414802263918,943.2085197736085
2017-06-09,971.0571428571429,15.475114727334804,948.6,1002.0073723118126,940.1069134024733
2017-06-12,971.5250000000002,15.122191411198369,963.85,1001.7693828223969,941.2806171776035
2017-06-13,971.7392857142859,14.886379662313736,957.8,1001.5120450389134,941.9665263896584
2017-06-14,969.9750000000003,14.874523263207147,958.6,999.7240465264146,940.225953473586
2017-06-15,966.8607142857145,13.582301529386035,952.1,994.0253173444866,939.6961112269424
2017-06-16,963.6535714285717,14.217695695122957,940.25,992.0889628188177,935.2181800383257
2017-06-19,958.9142857142859,13.57831173049678,929.85,986.0709091752796,931.7576622532923
2017-06-20,956.5214285714288,13.079089510267101,943.55,982.6796075919631,930.3632495508946
2017-06-21,954.5178571428575,12.769338383301195,943.35,980.0565339094599,928.979180376255
2017-06-22,952.4250000000002,12.53264583152572,940.15,977.4902916630516,927.3597083369488
2017-06-23,951.3178571428573,12.615277781978529,943.25,976.5484127068144,926.0873015789002
2017-06-27,947.5821428571429,11.35659088782387,927.05,970.2953246327907,924.8689610814952
2017-06-28,944.9678571428574,12.14137248519187,924.7,969.2506021132411,920.6851121724736
2017-06-29,943.0928571428574,12.258119085589025,930.2,967.6090953140355,918.5766189716793
2017-06-30,942.1607142857144,12.303223132600158,935.55,966.7671605509148,917.5542680205141
2017-07-03,941.3071428571429,11.03152575302069,951.9,963.3701943631843,919.2440913511016
2017-07-04,941.6178571428572,11.579451414248572,962.15,964.7767599713544,918.4589543143601
2017-07-05,941.0678571428572,10.872046144246983,950.9,962.8119494313512,919.3237648543632
2017-07-06,940.7035714285714,10.554774061745896,947.0,961.8131195520632,919.5940233050796
2017-07-07,940.3571428571429,10.649970334788112,935.4,961.6570835267191,919.0572021875666
2017-07-10,942.3,11.058898261998303,957.05,964.4177965239966,920.1822034760033
2017-07-11,944.5714285714286,14.16495831112969,975.35,972.9013451936879,916.2415119491692
2017-07-12,946.6428571428571,15.977109312326164,972.35,978.5970757675094,914.6886385182048
2017-07-13,949.2785714285714,17.767003927827133,977.05,984.8125792842256,913.7445635729171
2017-07-14,951.3357142857142,18.66014292726425,972.05,988.6560001402427,914.0154284311857
2017-07-17,955.4071428571427,19.165211443402487,984.05,993.7375657439477,917.0767199703378
2017-07-18,959.7571428571428,18.56119667419152,985.6,996.8795362055258,922.6347495087597
2017-07-19,963.3035714285713,17.170530033995682,979.85,997.6446314965627,928.9625113605799
2017-07-20,965.725,15.237059452834911,969.45,996.1991189056698,935.2508810943302
2017-07-21,967.7392857142858,15.132468640074958,980.1,998.0042229944356,937.4743484341359
2017-07-24,969.7678571428571,16.192039914519757,990.55,1002.1519369718966,937.3837773138176
2017-07-25,972.8357142857143,16.40955899387975,993.85,1005.6548322734737,940.0165962979548
2017-07-26,976.1964285714286,15.504335178931468,994.05,1007.2050989292915,945.1877582135656
2017-07-27,978.7428571428571,10.363969709134603,971.05,999.4707965611263,958.0149177245879
2017-07-28,981.6214285714286,9.429877115719645,997.35,1000.4811828028679,962.7616743399893
2017-07-31,984.1821428571429,12.088624772946158,1011.2,1008.3593924030353,960.0048933112506
2017-08-01,986.5535714285714,12.823078117892349,1005.55,1012.1997276643561,960.9074151927867
2017-08-02,987.7178571428573,12.632385229773236,993.35,1012.9826276024038,962.4530866833107
2017-08-03,988.5714285714287,11.873187542423818,984.0,1012.3178036562763,964.825053486581
2017-08-04,988.5500000000002,11.882242730548723,983.75,1012.3144854610977,964.7855145389027
2017-08-07,987.3107142857144,13.059997328474717,968.25,1013.4307089426638,961.190719628765
2017-08-08,986.1678571428573,14.394932430210178,963.85,1014.9577220032777,957.3779922824369
2017-08-09,986.1607142857144,14.403888077815267,969.35,1014.968490441345,957.3529381300839
2017-08-10,986.2428571428572,14.36990521277586,981.25,1014.9826675684089,957.5030467173056
2017-08-11,986.0392857142859,14.324309334556942,987.7,1014.6879043833998,957.3906670451721
2017-08-14,985.1535714285717,14.186904366157314,981.45,1013.5273801608863,956.7797626962571
2017-08-16,983.8071428571432,14.172113152553518,975.2,1012.1513691622501,955.4629165520362
2017-08-17,987.3642857142861,16.74082330219011,1020.85,1020.8459323186663,953.8826391099059
2017-08-18,982.071428571429,23.635116590863852,923.25,1029.3416617531568,934.8011953897013
2017-08-21,972.2285714285717,36.019976905374826,873.4,1044.2685252393214,900.188617617822
2017-08-22,962.9321428571432,42.89721887678321,875.4,1048.7265806107096,877.1377051035768
2017-08-23,955.7500000000002,45.736145443183254,892.8,1047.2222908863666,864.2777091136337
2017-08-24,950.6178571428574,46.349415427161304,912.15,1043.31668799718,857.9190262885347
2017-08-28,947.5642857142859,45.39714676128836,941.0,1038.3585792368626,856.7699921917092
2017-08-29,944.6500000000003,45.27649670464994,927.45,1035.2029934093002,854.0970065907004
2017-08-30,941.9928571428574,45.15444375926711,926.65,1032.3017446613917,851.6839696243231
2017-08-31,938.1071428571431,44.959408432423075,914.95,1028.0259597219892,848.188325992297
2017-09-01,933.7285714285717,43.39221710738618,919.95,1020.5130056433441,846.9441372137994
2017-09-04,927.4785714285717,41.27009866666281,900.2,1010.0187687618974,844.9383740952461
2017-09-05,921.7964285714288,38.66145697583773,901.9,999.1193425231043,844.4735146197534
2017-09-06,916.1107142857145,35.962518835435624,895.6,988.0357519565857,844.1856766148433
2017-09-07,907.1750000000002,19.88296284607808,895.75,946.9409256921564,867.409074307844
2017-09-08,904.3928571428572,20.183417195073577,884.3,944.7596915330043,864.0260227527101
2017-09-11,904.7714285714288,19.598613709666324,878.7,943.9686559907615,865.5742011520962
2017-09-12,905.3892857142858,18.718000166145995,884.05,942.8252860465778,867.9532853819939
2017-09-13,904.7428571428574,19.332404613289306,883.75,943.407666369436,866.0780479162787
2017-09-14,903.3321428571431,19.47041747352813,892.4,942.2729778041994,864.3913079100869
2017-09-15,900.9928571428574,16.30707558962607,908.25,933.6070083221096,868.3787059636052
2017-09-18,899.682142857143,14.672483497284526,909.1,929.0271098517121,870.337175862574
2017-09-19,898.6535714285717,13.051782434799483,912.25,924.7571362981706,872.5500065589728
2017-09-20,898.4928571428574,12.84793992979521,912.7,924.1887370024477,872.796977283267
2017-09-21,897.7500000000001,11.767066165952834,909.55,921.2841323319058,874.2158676680945
2017-09-22,897.6142857142858,11.747576322400091,898.3,921.109438359086,874.1191330694855
2017-09-25,897.1464285714286,11.694072533452509,895.35,920.5345736383337,873.7582835045235
2017-09-26,897.8821428571429,11.911284357910802,905.9,921.7047115729645,874.0595741413213
2017-09-27,898.1714285714286,11.904697106053497,899.8,921.9808227835356,874.3620343593216
2017-09-28,899.0071428571429,11.248604309031576,896.0,921.504351475206,876.5099342390797
2017-09-29,900.5214285714285,9.612566180343949,899.9,919.7465609321164,881.2962962107406
2017-10-03,901.9142857142857,8.375431758597307,903.55,918.6651492314803,885.1634221970911
2017-10-04,903.0464285714286,6.618112218806981,899.6,916.2826530090425,889.8102041338146
2017-10-05,903.8071428571428,5.870030046542811,903.05,915.5472029502284,892.0670827640572
2017-10-06,904.6571428571427,7.259896617801176,920.15,919.1769360927451,890.1373496215404
2017-10-09,905.7142857142856,8.858208461247594,923.9,923.4307026367808,887.9978687917903
2017-10-10,907.3714285714285,11.842341151820646,935.45,931.0561108750697,883.6867462677873
2017-10-11,908.6571428571427,13.346907696354434,930.7,935.3509582498516,881.9633274644339
2017-10-12,909.925,14.250705110762272,927.3,938.4264102215245,881.4235897784754
2017-10-13,912.1964285714286,14.779747893731383,930.1,941.7559243588913,882.6369327839658
2017-10-16,915.3142857142857,15.537218696897542,939.0,946.3887231080807,884.2398483204906
2017-10-17,917.0714285714286,15.77977910401427,930.5,948.6309867794571,885.5118703634
2017-10-18,918.825,15.060502979650321,924.35,948.9460059593007,888.7039940406994
2017-10-19,921.0357142857144,13.658632499569519,926.95,948.3529792848535,893.7184492865754
2017-10-23,923.8642857142859,13.030901565296583,939.5,949.926088844879,897.8024825836927
2017-10-24,925.5035714285716,11.649074976248116,926.5,948.8017213810679,902.2054214760753
2017-10-25,928.0535714285716,9.19051484884628,935.3,946.4346011262642,909.672541730879
2017-10-26,931.2178571428574,7.364405222810865,947.35,945.9466675884792,916.4890466972356
2017-10-27,933.089285714286,7.6585843884633205,946.35,948.4064544912127,917.7721169373593
2017-10-30,934.5321428571432,7.696892658304088,944.1,949.9259281737513,919.138357540535
2017-10-31,933.5607142857145,8.398401371954359,921.85,950.3575170296233,916.7639115418058
2017-11-01,933.3000000000002,8.549336456486161,927.05,950.3986729129725,916.2013270870278
2017-11-02,932.9857142857145,8.86202851781686,922.9,950.7097713213482,915.2616572500808
2017-11-03,932.7392857142859,8.99540862738745,926.65,950.7301029690608,914.748468459511
2017-11-06,932.0035714285716,8.864220740748184,928.7,949.732012910068,914.2751299470752
2017-11-07,933.7892857142859,10.836710730226152,955.5,955.4627071747383,912.1158642538336
2017-11-08,935.7857142857144,11.517184962072841,952.3,958.8200842098602,912.7513443615687
2017-11-09,937.7535714285715,12.22334563740526,954.5,962.200262703382,913.306880153761
2017-11-10,939.3642857142858,13.848846502528415,962.05,967.0619787193426,911.6665927092289
2017-11-13,941.1821428571429,13.69986815128816,951.95,968.5818791597193,913.7824065545666
2017-11-14,942.1678571428573,13.740487718683578,949.1,969.6488325802245,914.6868817054901
2017-11-15,942.4857142857144,13.91988655694733,951.8,970.3254873996091,914.6459411718197
2017-11-16,945.4892857142858,18.57585466065192,988.4,982.6409950355896,908.3375763929819
2017-11-17,947.407142857143,19.769117885683656,970.95,986.9453786285103,907.8689070857756
2017-11-20,950.1714285714286,18.591196368647598,960.55,987.3538213087238,912.9890358341333
2017-11-21,952.9714285714286,17.775055060888352,966.25,988.5215386932053,917.421318449652
2017-11-22,956.0714285714286,15.802150709096367,966.3,987.6757299896212,924.4671271532359
2017-11-23,960.6857142857143,15.980835019238256,991.25,992.6473843241909,928.7240442472378
2017-11-24,966.4607142857142,18.012294717470905,1009.55,1002.485303720656,930.4361248507723
2017-11-27,969.55,19.624562709484202,998.75,1008.7991254189684,930.3008745810315
2017-11-28,971.8642857142858,19.342225913702826,984.7,1010.5487375416914,933.1798338868801
2017-11-29,973.8785714285715,18.857101440181268,982.7,1011.592774308934,936.1643685482089
2017-11-30,974.882142857143,18.55054018644207,976.1,1011.9832232300271,937.7810624842589
2017-12-01,975.3714285714286,17.980745195964726,958.8,1011.3329189633581,939.4099381794991
2017-12-04,977.9607142857143,16.451597754665887,985.35,1010.8639097950461,945.0575187763825
2017-12-05,980.2857142857144,14.674093191370252,984.35,1009.633900668455,950.9375279029739
2017-12-06,980.4214285714287,14.76342562767002,990.3,1009.9482798267687,950.8945773160887
2017-12-07,982.4821428571429,15.341830789642684,999.8,1013.1658044364283,951.7984812778575
2017-12-08,985.4321428571429,14.759854688971869,1001.85,1014.9518522350867,955.9124334791992
2017-12-11,988.2214285714286,14.544225847205048,1005.3,1017.3098802658387,959.1329768770186
2017-12-12,991.3785714285715,14.21318069590704,1010.5,1019.8049328203856,962.9522100367574
2017-12-13,992.2714285714286,14.592051501861045,1003.75,1021.4555315751506,963.0873255677066
2017-12-14,992.5250000000002,14.942051527355675,1013.1,1022.4091030547115,962.6408969452889
2017-12-15,994.2500000000001,16.972092477856695,1022.9,1028.1941849557136,960.3058150442868
2017-12-18,996.5285714285716,17.716373503341064,1016.6,1031.9613184352538,961.0958244218895
2017-12-19,998.0464285714287,17.346917973715303,1003.95,1032.7402645188592,963.3525926239981
2017-12-20,1000.8857142857144,16.720236800993906,1015.85,1034.3261878877022,967.4452406837265
2017-12-21,1005.4035714285716,12.481763070201605,1022.05,1030.3670975689747,980.4400452881683
2017-12-22,1009.2607142857144,14.052801234183153,1039.35,1037.3663167540806,981.155111817348
2017-12-26,1012.9214285714287,13.73613586753613,1035.6,1040.393700306501,985.4491568363565
2017-12-27,1016.0607142857144,13.179430047373396,1034.25,1042.4195743804612,989.7018541909677
2017-12-28,1018.4500000000002,13.036059456516261,1033.25,1044.5221189130327,992.3778810869676
2017-12-29,1021.3214285714287,13.51686573657663,1042.05,1048.355160044582,994.2876970982754
2018-01-01,1023.3392857142859,13.041415959157165,1033.55,1049.4221176326002,997.2564537959715
2018-01-02,1024.7107142857144,12.589070023870393,1029.7,1049.8888543334551,999.5325742379736
2018-01-03,1025.9642857142858,11.130630443326716,1021.3,1048.2255466009392,1003.7030248276324
2018-01-04,1026.1285714285716,10.941517864848121,1015.4,1048.011607158268,1004.2455356988754
2018-01-05,1025.3500000000001,11.559295293930587,1012.0,1048.4685905878614,1002.231409412139
2018-01-08,1026.7392857142856,11.595525970280509,1036.05,1049.9303376548467,1003.5482337737246
2018-01-09,1029.4107142857142,10.16078772255537,1041.35,1049.732289730825,1009.0891388406035
2018-01-10,1032.0107142857144,11.042717380374713,1052.25,1054.0961490464638,1009.9252795249649
2018-01-11,1035.85,15.682339405545948,1075.8,1067.2146788110917,1004.485321188908
2018-01-12,1038.642857142857,19.395626560394938,1078.45,1077.434110263647,999.8516040220672
2018-01-15,1041.8964285714285,22.429157399428018,1081.15,1086.7547433702846,997.0381137725725
2018-01-16,1048.225,30.976633563430298,1122.85,1110.1782671268604,986.2717328731393
2018-01-17,1056.7142857142858,41.166628701914256,1152.1,1139.0475431181144,974.3810283104573
2018-01-18,1064.6178571428572,48.16212447054667,1152.7,1160.9421060839506,968.2936082017638
2018-01-19,1072.4678571428574,51.546284679748304,1143.45,1175.560426502354,969.3752877833608
2018-01-22,1081.0607142857145,53.84427395658729,1150.0,1188.749262198889,973.3721663725399
2018-01-23,1092.189285714286,56.57401271639739,1177.1,1205.3373111470808,979.0412602814911
2018-01-24,1104.3607142857147,57.11015394888949,1185.8,1218.5810221834936,990.1404063879357
2018-01-25,1116.032142857143,53.35611351008446,1175.4,1222.744369877312,1009.3199158369741
2018-01-29,1126.521428571429,50.79611476013879,1182.9,1228.1136580917066,1024.9291990511513
2018-01-30,1135.7571428571434,45.60884638019006,1170.65,1226.9748356175235,1044.5394500967634
2018-01-31,1142.7571428571432,38.821850791802866,1150.25,1220.4008444407489,1065.1134412735375
2018-02-01,1147.671428571429,33.71236200043325,1144.6,1215.0961525722955,1080.2467045705625
2018-02-02,1152.3000000000004,27.319780098223458,1143.25,1206.9395601964472,1097.6604398035536
2018-02-05,1156.3750000000005,18.82474588652418,1138.2,1194.0244917730488,1118.7255082269521
2018-02-06,1155.296428571429,21.17873084275334,1107.75,1197.6538902569357,1112.9389668859224
2018-02-07,1152.2214285714292,24.537473024284406,1109.05,1201.296374619998,1103.1464825228604
2018-02-08,1150.9035714285717,25.00087278696072,1134.25,1200.9053170024931,1100.9018258546503
2018-02-09,1148.4535714285719,27.357093471103926,1109.15,1203.1677583707797,1093.739384486364
2018-02-12,1145.0821428571433,29.938479273481743,1102.8,1204.9591014041068,1085.2051843101797
2018-02-14,1139.414285714286,30.90619447849837,1097.75,1201.2266746712828,1077.6018967572893
2018-02-15,1134.3178571428575,28.454360265726862,1114.45,1191.2265776743113,1077.4091366114037
2018-02-16,1130.9357142857145,25.894545227274808,1128.05,1182.724804740264,1079.146623831165
2018-02-19,1127.2821428571433,21.177551677539427,1131.75,1169.6372462122222,1084.9270395020644
2018-02-20,1124.8750000000005,17.457484068442056,1136.95,1159.7899681368845,1089.9600318631165
2018-02-21,1124.671428571429,17.152783069603476,1147.4,1158.976994710636,1090.365862432222
2018-02-22,1125.8250000000003,19.035834123282854,1160.75,1163.896668246566,1087.7533317534346
2018-02-23,1126.7107142857146,20.164011911659237,1155.65,1167.0387381090331,1086.382690462396
2018-02-26,1126.7392857142859,20.181819489629692,1138.6,1167.1029246935452,1086.3756467350265
2018-02-27,1129.7714285714287,20.2979225375546,1150.2,1170.367273646538,1089.1755834963194
2018-02-28,1134.3107142857145,22.313346976565587,1172.6,1178.9374082388458,1089.6840203325833
2018-03-01,1136.2035714285716,23.405098592182757,1160.75,1183.0137686129372,1089.3933742442061
2018-03-05,1139.5428571428574,22.56839908727561,1155.9,1184.6796553174086,1094.4060589683063
2018-03-06,1143.0107142857146,20.08124056245972,1151.35,1183.173195410634,1102.8482331607952
2018-03-07,1146.321428571429,15.295885750064468,1144.1,1176.9132000715579,1115.7296570713
2018-03-08,1149.3357142857146,12.419656079890487,1156.65,1174.1750264454956,1124.4964021259336
2018-03-09,1151.8607142857147,11.302436404652852,1163.4,1174.4655870950205,1129.255841476409
2018-03-12,1155.7178571428576,12.99835207221701,1185.75,1181.7145612872916,1129.7211529984236
2018-03-13,1159.0642857142861,13.800883870401059,1183.8,1186.6660534550883,1131.462517973484
2018-03-14,1161.4500000000003,14.498647151740355,1180.8,1190.447294303481,1132.4527056965196
2018-03-15,1163.0035714285716,15.545373591837183,1182.5,1194.094318612246,1131.9128242448971
2018-03-16,1164.164285714286,15.560730017618614,1171.9,1195.2857457495234,1133.0428256790487
2018-03-19,1164.7464285714289,14.65698132796278,1146.75,1194.0603912273543,1135.4324659155034
2018-03-20,1165.7714285714287,14.050687285208197,1164.55,1193.872803141845,1137.6700540010124
2018-03-21,1165.407142857143,13.925583224115478,1167.5,1193.258309305374,1137.555976408912
2018-03-22,1165.446428571429,13.912203611957297,1161.3,1193.2708357953436,1137.6220213475142
2018-03-23,1166.282142857143,13.643448796211425,1167.6,1193.5690404495658,1138.9952452647203
2018-03-26,1166.5607142857145,13.351810285949451,1155.25,1193.2643348576134,1139.8570937138156
2018-03-27,1167.2678571428576,12.290734583144474,1154.0,1191.8493263091466,1142.6863879765685
2018-03-28,1165.4928571428577,15.354601629761984,1131.8,1196.2020604023817,1134.7836538833337
2018-04-02,1163.6178571428577,17.129928904861593,1137.15,1197.8777149525808,1129.3579993331346
2018-04-03,1160.3821428571432,16.90468309195591,1140.45,1194.191509041055,1126.5727766732314
2018-04-04,1156.1250000000005,18.021384199373806,1124.2,1192.167768398748,1120.082231601253
2018-04-05,1153.7500000000005,16.658839187555223,1147.55,1187.067678375111,1120.43232162489
2018-04-06,1149.785714285715,15.87620896149064,1127.0,1181.5381322086962,1118.0332963627336
2018-04-09,1145.4535714285719,17.56289209018078,1111.25,1180.5793556089334,1110.3277872482104
2018-04-10,1143.0714285714291,19.52557213074366,1113.4,1182.1225728329164,1104.0202843099419
2018-04-11,1140.1928571428577,19.08107053462045,1124.25,1178.3549982120987,1102.0307160736168
2018-04-12,1139.8428571428576,18.580012597729212,1162.6,1177.002882338316,1102.682831947399
2018-04-13,1140.5678571428577,19.648963636231034,1171.45,1179.86578441532,1101.2699298703956
2018-04-16,1138.110714285715,18.098206228276556,1133.2,1174.307126742268,1101.9143018291618
2018-04-17,1135.9642857142862,17.686407520718365,1125.2,1171.337100755723,1100.5914706728495
2018-04-18,1133.9607142857149,17.06394285047598,1125.95,1168.0885999866668,1099.8328285847629
2018-04-19,1134.035714285715,17.056021140429316,1132.85,1168.1477565665734,1099.9236720048564
2018-04-20,1136.985714285715,20.797368810752467,1178.45,1178.5804519072199,1095.39097666421
2018-04-23,1140.3607142857147,24.843147782802124,1187.7,1190.047009851319,1090.6744187201105
2018-04-24,1142.5250000000003,24.646015046903802,1154.5,1191.817030093808,1093.2329699061927
2018-04-25,1143.4392857142861,25.08035684455963,1160.35,1193.5999994034055,1093.2785720251668
2018-04-26,1146.971428571429,26.05040760263902,1176.45,1199.072243776707,1094.870613366151
2018-04-27,1152.2535714285718,25.745645369545443,1185.2,1203.7448621676626,1100.762280689481
2018-04-30,1158.403571428572,26.032534853121888,1199.5,1210.4686411348157,1106.3385017223281
2018-05-02,1163.603571428572,25.956364746994154,1197.05,1215.5163009225603,1111.6908419345837
2018-05-03,1165.028571428572,26.440148043672277,1182.55,1217.9088675159164,1112.1482753412274
2018-05-04,1165.146428571429,26.47462837892302,1173.1,1218.095685329275,1112.1971718135828
2018-05-07,1168.7035714285719,25.165310863945123,1183.0,1219.0341931564622,1118.3729497006816
2018-05-08,1171.5857142857146,21.898185985382888,1165.55,1215.3820862564803,1127.789342314949
2018-05-09,1174.782142857143,17.56093355612119,1170.7,1209.9040099693855,1139.6602757449007
2018-05-10,1177.2928571428577,13.033873872787419,1168.0,1203.3606048884326,1151.2251093972827
2018-05-11,1177.4571428571433,13.064041328166331,1180.75,1203.585225513476,1151.3290602008105
2018-05-14,1177.571428571429,13.167131488984737,1189.3,1203.9056915493984,1151.2371655934594
2018-05-15,1180.4321428571432,12.074330800734806,1194.55,1204.5808044586129,1156.2834812556735
2018-05-16,1182.546428571429,10.813016804640545,1189.95,1204.1724621807102,1160.9203949621478
